;nofiness;rs;rslongue;complrs;numvoie;typvoie;voie;compvoie;compldistrib;lieuditbp;commune;ligneacheminement;departement;libdepartement;telephone;statutjuridique;libstatutjuridique;categetab;libcategetab;siren;codeape;datecrea
structureej;10004240;PHARMACIE EICHENLAUB - FOULON;PHARMACIE EICHENLAUB - FOULON;;;CHE;DU PREBLANC;;;;238;01600 MASSIEUX;1;AIN;478983704;71;Société en Nom Collectif (S.N.C.);;;450565957;;11/07/1984
structureej;10004265;PHARMACIE CENTRALE;PHARMACIE CENTRALE;;1;R;DE LYON;;;;244;01800 MEXIMIEUX;1;AIN;474610012;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;501609267;;10/08/1942
structureej;10004281;PHARMACIE LUZY-FOULON;PHARMACIE LUZY-FOULON;;22;AV;DE DENKENDORF;;;ANGLE RUE DES CARONNIERES;244;01800 MEXIMIEUX;1;AIN;;70;Personne Physique;;;320891286;;12/04/2016
structureej;10004315;PHARMACIE DUFFEZ;PHARMACIE DUFFEZ;;39;R;DE LYON;;;;244;01800 MEXIMIEUX;1;AIN;474612877;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;518279815;;16/02/1998
structureej;10004331;SEL PHARMAXINE;SEL PHARMAXINE;;400;RTE;de l'Effondras;;;;246;01660 MEZERIAT;1;AIN;474302623;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;799218565;;12/04/2024
structureej;10004364;PHARMACIE CENTRALE PIAUD LLEO;PHARMACIE CENTRALE PIAUD LLEO;;1051;;GRANDE RUE;;;;249;01700 MIRIBEL;1;AIN;478554479;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;377586086;;10/08/1942
structureej;10004380;PHARMACIE DE LA MADONE;PHARMACIE DE LA MADONE;;1138;;GRANDE RUE;;;;249;01700 MIRIBEL;1;AIN;478551638;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;311877732;;10/08/1942
structureej;10004414;PHARMACIE VUILLEMENOT-LIEGEON;PHARMACIE VUILLEMENOT-LIEGEON;;1422;;GRANDE RUE;;;;249;01700 MIRIBEL;1;AIN;472258265;70;Personne Physique;;;422703736;;23/12/1987
structureej;10004430;PHARMACIE  DES AUGUSTINS;PHARMACIE  DES AUGUSTINS;;187;CRS;CONDE;;;;262;01120 MONTLUEL;1;AIN;478061021;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;882894991;;06/02/2006
structureej;10004463;SELARL DE LA SEREINE;SELARL DE LA SEREINE;;245;;GRANDE RUE;;;;262;01120 MONTLUEL;1;AIN;478061168;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;531659274;;10/08/1942
structureej;10004497;PHARMACIE DE MONTMERLE;PHARMACIE DE MONTMERLE;;14;PL;DE L EGLISE;;;;263;01090 MONTMERLE SUR SAONE;1;AIN;474693793;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;489470773;;10/08/1942
structureej;10004513;PHARMACIE ZAMBUJO;PHARMACIE ZAMBUJO;;15;AV;DE BRESSE;;;;265;01460 MONTREAL LA CLUSE;1;AIN;474760666;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;853956548;;17/01/2012
structureej;10004547;PHARMACIE DERDERIAN;PHARMACIE DERDERIAN;;2;R;de Brolliat;;;;265;01460 MONTREAL LA CLUSE;1;AIN;474761591;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;803857994;;17/11/2017
structureej;10004562;PHARMACIE DOUDET;PHARMACIE DOUDET;;25;;GRANDE RUE;;;;266;01340 MONTREVEL EN BRESSE;1;AIN;474254017;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;802767202;;29/04/1976
structureej;10004596;PHARMACIE DES 4 CHEMINS;PHARMACIE DES 4 CHEMINS;;1;R;DE LA GARE;;;;266;01340 MONTREVEL EN BRESSE;1;AIN;474308004;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;515297679;;18/12/2003
structureej;10004646;PHARMACIE  ZAMBUJO;PHARMACIE  ZAMBUJO;;19;R;DU COLLEGE;;;;269;01130 NANTUA;1;AIN;474750042;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;799076880;;30/03/1988
structureej;10004661;SELARL PHARMACIE GLEIZON;SELARL PHARMACIE GLEIZON;;;R;de la Bresse;;;;272;01400 NEUVILLE LES DAMES;1;AIN;474556024;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;878716711;;16/05/2014
structureej;10004695;SADRD PHARMAGALT;SADRD PHARMAGALT;;1;ARC;D ORNEX;;;;281;01210 ORNEX;1;AIN;450405386;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;847684818;;30/04/1991
structureej;10004711;PHARMACIE AUGEE-MATHEY;PHARMACIE AUGEE-MATHEY;;44;R;ANATOLE FRANCE;;;;283;01100 OYONNAX;1;AIN;474771312;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;449540475;;25/05/2004
structureej;10004760;PHARMACIE SIMEON - ROUX-BILLON;PHARMACIE SIMEON - ROUX-BILLON;;98;R;ANATOLE FRANCE;;;;283;01100 OYONNAX;1;AIN;474770326;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;527981153;;21/08/2013
structureej;10004794;PHARMACIE BAVEREL-COLIN;PHARMACIE BAVEREL-COLIN;;100;R;ANATOLE FRANCE;;;;283;01100 OYONNAX;1;AIN;474730466;72;Société A Responsabilité Limitée (S.A.R.L.);;;797428554;;29/01/1990
structureej;10004844;PHARMACIE ROUX;PHARMACIE ROUX;;53;R;BRILLAT SAVARIN;;;;283;01100 OYONNAX;1;AIN;474771432;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;448333070;;26/06/1998
structureej;10004877;PHARMACIE KAYGISIZ;PHARMACIE KAYGISIZ;;74;R;MICHELET;;;;283;01100 OYONNAX;1;AIN;474772468;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;513976225;;11/01/2013
structureej;10004893;PHARMACIE ZIRI;PHARMACIE ZIRI;;28;R;Saint-Exupéry;B;;;283;01100 OYONNAX;1;AIN;474774419;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;838418309;;28/05/1976
structureej;10004927;PHARMACIE MILLET - POTET;PHARMACIE MILLET - POTET;;93;CRS;DE VERDUN;;;;283;01100 OYONNAX;1;AIN;474773106;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;789939758;;31/03/1994
structureej;10004943;PHARMACIE CHARREIX-FAVRE;PHARMACIE CHARREIX-FAVRE;;92;CRS;DE VERDUN;;;;283;01100 OYONNAX;1;AIN;474771453;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;491759544;;24/04/1975
structureej;10004976;PHARMACIE REYNAUD-FION;PHARMACIE REYNAUD-FION;;240;AV;DE LYON;;;;289;01960 PERONNAS;1;AIN;474213404;72;Société A Responsabilité Limitée (S.A.R.L.);;;535367874;;17/07/2017
structureej;10004992;PHARMACIE DE LA MAIRIE;PHARMACIE DE LA MAIRIE;;;PL;DE LA MAIRIE;;;;289;01960 PERONNAS;1;AIN;474218053;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;512076654;;17/06/1976
structureej;10005015;PHARMACIE DE LA VEYLE;PHARMACIE DE LA VEYLE;;117;RTE;DE BOURG EN BRESSE;;;;301;01310 POLLIAT;1;AIN;474304048;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;482966017;;26/01/2006
structureej;10005031;PHARMACIE DE PONCIN;PHARMACIE DE PONCIN;;1;PL;Louis Pasteur;;;;303;01450 PONCIN;1;AIN;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;834436156;;16/11/2020
structureej;10005049;PHARMACIE SIAUVE;PHARMACIE SIAUVE;;9;R;DE LYON;B;;;354;01630 ST GENIS POUILLY;1;AIN;450401269;70;Personne Physique;;;380381012;;29/03/2007
structureej;10005064;PHARMACIE DES BORDS DE L'AIN;PHARMACIE DES BORDS DE L'AIN;;16;R;du 1er septembre 1944;;;;304;01160 PONT D AIN;1;AIN;474390166;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;889299988;;22/06/2005
structureej;10005080;PHARMACIE SURACE;PHARMACIE SURACE;;14;R;MAL DE LATTRE DE TASSIGNY;;;;305;01190 PONT DE VAUX;1;AIN;485303036;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;523956779;;10/08/1942
structureej;10005130;PHARMACIE VERGOBBI;PHARMACIE VERGOBBI;;80;R;DU MARECHAL DE LATTRE DE TA;;;;305;01190 PONT DE VAUX;1;AIN;385309658;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;819024902;;10/08/1942
structureej;10005163;PHARMACIE VOISIN;PHARMACIE VOISIN;;41;;GRANDE RUE;;;;306;01290 PONT DE VEYLE;1;AIN;385362744;72;Société A Responsabilité Limitée (S.A.R.L.);;;838745503;;10/08/1942
structureej;10005189;GIE IMAGERIE MEDICALE DU HAUT BUGEY;GIE IMAGERIE MEDICALE DU HAUT BUGEY;;1;RTE;DE VEYZIAT;;;CS 20100;283;01117 OYONNAX CEDEX;1;AIN;;76;Groupement d'Intérêt Economique (G.I.E.);;;493593727;;15/05/2007
structureej;10005197;PHARMACIE CENTRALE DE PREVESSIN;PHARMACIE CENTRALE DE PREVESSIN;;73;CHEM;de la Ravoire;;;;313;01280 PREVESSIN MOENS;1;AIN;450405766;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;329972806;;28/12/1983
structureej;10005213;PHARMACIE BOZON;PHARMACIE BOZON;;332;GR;DE LA COTIERE;;;;314;01160 PRIAY;1;AIN;474356019;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;522618719;;10/06/2011
structureej;10005247;PHARMACIE DE LA MADELEINE;PHARMACIE DE LA MADELEINE;;387;RTE;DE BOURG;;;;320;01750 REPLONGES;1;AIN;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;840423289;;22/09/2020
structureej;10005262;PHARMACIE DE REYRIEUX;PHARMACIE DE REYRIEUX;;220;;Grande Rue;;;;322;01600 REYRIEUX;1;AIN;474000897;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;353402613;;05/08/1977
structureej;10005296;PHARMACIE SAINT ANDRE;PHARMACIE SAINT ANDRE;;;LD;LA CROIX;;;;333;01390 ST ANDRE DE CORCY;1;AIN;472261032;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;328949656;;25/02/1998
structureej;10005312;PHARMACIE DES PLANES;PHARMACIE DES PLANES;;155;R;DU VILLAGE;;;;344;01000 ST DENIS LES BOURG;1;AIN;474243770;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;838517027;;18/04/1989
structureej;10005346;PHARMACIE LAFFLY;PHARMACIE LAFFLY;;348;AV;DE TREVOUX;;;;344;01000 ST DENIS LES BOURG;1;AIN;474214863;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;480028331;;17/05/2016
structureej;10005361;SELARL PHARMACIE SAVOYE;SELARL PHARMACIE SAVOYE;;1;R;DU DOCTEUR CHARCOT;;;;345;01500 ST DENIS EN BUGEY;1;AIN;474383400;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;505328815;;24/07/1978
structureej;10005395;PHARMACIE DAVIN;PHARMACIE DAVIN;;123;R;des Huguets;;;;348;01140 ST DIDIER SUR CHALARONNE;1;AIN;474697731;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;889187761;;15/05/2003
structureej;10005411;PHARMACIE GINDRE-BERNADAC;PHARMACIE GINDRE-BERNADAC;;667;R;CENTRALE;;;;350;01370 ST ETIENNE DU BOIS;1;AIN;474305167;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;488159104;;07/06/2013
structureej;10005445;PHARMACIE INTERNATIONALE;PHARMACIE INTERNATIONALE;;12;R;DE LA PETITE VIE;;;;354;01630 ST GENIS POUILLY;1;AIN;450420224;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;802824086;;15/06/2015
structureej;10005460;PHARMACIE LELIEVRE;PHARMACIE LELIEVRE;;22;R;DE GENEVE;;;;354;01630 ST GENIS POUILLY;1;AIN;450421149;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;880799671;;07/05/1968
structureej;10005510;PHARMACIE DE SAINT JULIEN;PHARMACIE DE SAINT JULIEN;;160;RTE;de Châlon;;;;367;01560 ST JULIEN SUR REYSSOUZE;1;AIN;;78;Entreprise Unipersonnelle Responsabilité Limitée (E.U.R.L.);;;500916093;;09/01/2024
structureej;10005544;PHARMACIE CAO-BROWN;PHARMACIE CAO-BROWN;;190;R;du Chevalier Burtin;;;;370;01750 ST LAURENT SUR SAONE;1;AIN;385380161;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;820688208;;21/02/2022
structureej;10005577;PHARMACIE DUJOLS - MARTIN;PHARMACIE DUJOLS - MARTIN;;2;RTE;DE LA CHANOISE;B;;;373;01430 ST MARTIN DU FRENE;1;AIN;474757683;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;795368026;;27/03/2017
structureej;10005593;PHARMACIE DE LA COTIERE;PHARMACIE DE LA COTIERE;;41;RTE;DE GENEVE;;;;376;01700 ST MAURICE DE BEYNOST;1;AIN;478551406;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;824921894;;10/08/1942
structureej;10005627;PHARMACIE REYMONDON;PHARMACIE REYMONDON;;14;PL;DE L EGLISE;;;;378;01800 ST MAURICE DE GOURDANS;1;AIN;474618733;71;Société en Nom Collectif (S.N.C.);;;453074585;;07/06/1994
structureej;10005643;PHARMACIE DURAND;PHARMACIE DURAND;;336;R;DE LA DOMBES;;;CENTRE DU VILLAGE;383;01240 ST PAUL DE VARAX;1;AIN;474425021;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;839633120;;24/07/2012
structureej;10005676;PHARMACIE ROUX;PHARMACIE ROUX;;99;R;DU DOCTEUR TEMPORAL;;;;384;01230 ST RAMBERT EN BUGEY;1;AIN;474363335;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;803461250;;06/10/2008
structureej;10005692;PHARMACIE DE SAINT TRIVIER DE COURTES;PHARMACIE DE SAINT TRIVIER DE COURTES;;200;RTE;DE CHALON;;;;388;01560 ST TRIVIER DE COURTES;1;AIN;474307125;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;494010648;;15/05/2012
structureej;10005726;PHARMACIE ROUX;PHARMACIE ROUX;;92;RTE;DE CHATILLON;;;;389;01990 ST TRIVIER SUR MOIGNANS;1;AIN;474558014;72;Société A Responsabilité Limitée (S.A.R.L.);;;832973333;;09/09/1998
structureej;10005742;PHARMACIE BRISON;PHARMACIE BRISON;;32;GR;RUE;;;;396;01150 SAULT BRENAZ;1;AIN;474366156;72;Société A Responsabilité Limitée (S.A.R.L.);;;347827065;;22/09/1980
structureej;10005775;PHARMACIE GOUVERD - LEROY-TARDIF;PHARMACIE GOUVERD - LEROY-TARDIF;;;RTE;NATIONALE 5;;;;399;01170 SEGNY;1;AIN;450414793;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;811994953;;13/04/1978
structureej;10005791;PHARMACIE DE L'AVENT;PHARMACIE DE L'AVENT;;37;;GRAND RUE;;;;403;01470 SERRIERES DE BRIORD;1;AIN;474367210;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;528181043;;02/08/2012
structureej;10005825;PHARMACIE BIONNET;PHARMACIE BIONNET;;8;QU;EDOUARD SERRULAZ;;;;407;01420 SEYSSEL;1;AIN;450561402;72;Société A Responsabilité Limitée (S.A.R.L.);;;508008208;;09/09/2002
structureej;10005841;PHARMACIE BARBI-LOUIS;PHARMACIE BARBI-LOUIS;;9;R;CENTRALE;;;;416;01230 TENAY;1;AIN;474364024;70;Personne Physique;;;398682104;;10/08/1942
structureej;10005874;PHARMACIE LETTRY;PHARMACIE LETTRY;;;R;BRIAND STRESEMANN;;;;419;01710 THOIRY;1;AIN;450412031;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;501118848;;15/05/1986
structureej;10005890;PHARMACIE DE THOISSEY;PHARMACIE DE THOISSEY;;50;R;Faubourg des Dombes;;;;420;01140 THOISSEY;1;AIN;474040210;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;490277233;;27/03/2018
structureej;10005924;PHARMACIE MAZUEL-BELLE;PHARMACIE MAZUEL-BELLE;;15;RTE;DE MONTAGNAT;;;;422;01250 TOSSIAT;1;AIN;;72;Société A Responsabilité Limitée (S.A.R.L.);;;538813536;;21/01/2015
structureej;10005940;SELARL PHARMACIE DE TREFFORT;SELARL PHARMACIE DE TREFFORT;;11;PL;du Champ de Foire;;;;426;01370 VAL REVERMONT;1;AIN;474513812;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;818002131;;06/11/1998
structureej;10005965;PHARMACIE LEUDET DE LA VALLEE;PHARMACIE LEUDET DE LA VALLEE;;324;RTE;DE LYON;;;;427;01600 TREVOUX;1;AIN;474001245;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;350239638;;29/06/2016
structureej;10005981;PHARMACIE MARCHAND;PHARMACIE MARCHAND;;2;BD;DES COMBATTANTS;;;;427;01600 TREVOUX;1;AIN;474009691;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;521424424;;08/12/2016
structureej;10006013;PHARMACIE DE VERSONNEX;PHARMACIE DE VERSONNEX;;92;RTE;DE DIVONNE;;;;435;01210 VERSONNEX;1;AIN;450411413;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;794696955;;23/07/1986
structureej;10006047;PHARMACIE DOUCET - AVALLONE;PHARMACIE DOUCET - AVALLONE;;13;AV;GILBERT SARDIER;;;;443;01330 VILLARS LES DOMBES;1;AIN;474980791;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;479068991;;27/03/1985
structureej;10006062;PHARMACIE DERUAZ;PHARMACIE DERUAZ;;76;R;GILBERT BOULLIER;;;;443;01330 VILLARS LES DOMBES;1;AIN;474980087;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;802886432;;10/08/1942
structureej;10006096;PHARMACIE GOURRY;PHARMACIE GOURRY;;;PL;DES COMBATTANTS;;;;447;01250 VILLEREVERSURE;1;AIN;474306697;70;Personne Physique;;;400799466;;04/12/1997
structureej;10006112;PHARMACIE ROUX;PHARMACIE ROUX;;216;AV;CHARLES DE GAULLE;;;;450;01800 VILLIEU LOYES MOLLON;1;AIN;474612761;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;802095646;;19/08/2014
structureej;10006146;PHARMACIE DE LA NEUVE;PHARMACIE DE LA NEUVE;;44;R;du Plateau;;;;451;01440 VIRIAT;1;AIN;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;339060501;;17/07/2023
structureej;10006161;PHARMACIE DE VIRIAT;PHARMACIE DE VIRIAT;;359;R;PROSPER CONVERT;;;;451;01440 VIRIAT;1;AIN;;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;828023440;;15/06/2021
structureej;10006195;PHARMACIE CHBANI-MISERE;PHARMACIE CHBANI-MISERE;;;R;DU STADE;;;;452;01510 VIRIEU LE GRAND;1;AIN;479878179;70;Personne Physique;;;498781145;;04/11/2011
structureej;10006211;PHARMACIE DE VONNAS;PHARMACIE DE VONNAS;;;PL;FERDINAND DE BEOST;;;;457;01540 VONNAS;1;AIN;474500256;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;437923667;;25/06/1992
structureej;10006336;ASSOCIATION ACCUEIL GESSIEN;ASSOCIATION ACCUEIL GESSIEN - GEX;;75;R;GEORGES CHARPAK;;;;173;01170 GEX;1;AIN;450416182;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;388301269;;01/01/2001
structureej;10006427;PHARMACIE IMBACH;PHARMACIE IMBACH;;81;RTE;DE GENEVE;;;;275;01700 NEYRON;1;AIN;478552638;70;Personne Physique;;;413595836;;11/06/1997
structureej;10006484;PHARMACIE HAY;PHARMACIE HAY;;;PRE;DE PLANCHE;;;;313;01280 PREVESSIN MOENS;1;AIN;450280679;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;817984206;;16/09/1997
structureej;10006534;ASS GRANGE AUX LOUPS BAGE-LA-VILLE;;;;;LE PERRON - ONJARD;;;;25;01380 BAGE DOMMARTIN;1;AIN;385302256;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;404999310;8790A;01/01/2001
structureej;10006583;VAL SANTE;VAL SANTE;;32;VAL;THOIRY;;;;419;01710 THOIRY;1;AIN;450208757;91;Société Exercice Libéral par Actions Simplifiée (S.E.L.A.S.);;;390376358;;25/05/1998
structureej;10006617;PROXIMITE ADAPA;PROXIMITE ADAPA;;4;R;TONY FERRET;;;;53;01000 BOURG EN BRESSE;1;AIN;;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;433563707;9329Z;01/04/1992
structureej;10007151;PROXIMITE ADMR;PROXIMITE ADMR;;801;R;DE LA SOURCE;;;BP 70014;451;01440 VIRIAT;1;AIN;;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;394920979;;01/01/2001
structureej;10007185;AIN DOMICILE SERVICES;AIN DOMICILE SERVICES;;1133;AV;DE LYON;;LE TALISMAN;;289;01960 PERONNAS;1;AIN;474214252;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;344193685;;01/01/2001
structureej;10007201;ASS AIN AIDE ET SERVICES BELLEY;;;;;MAISON DE PAYS;;;;79;01260 CHAMPAGNE EN VALROMEY;1;AIN;;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;351692611;;01/01/2001
structureej;10007235;AIN AIDE ET SERVICES SECTEUR BRESSE;AIN AIDE ET SERVICES SECTEUR BRESSE REVER;;;FOYR;SOLEIL;;;;232;01851 MARBOZ;1;AIN;474420214;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;380281410;;01/01/2001
structureej;10007250;ASS. AIN AIDE ET SERVICES DOMBES;;;;;LA CURE;;;;381;01320 ST NIZIER LE DESERT;1;AIN;;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;384812145;;01/01/2001
structureej;10007292;CENDANEG;CENDANEG;;180;RTE;DU NANT;;CENTRE MEDICAL EUROPA;;313;01280 PREVESSIN MOENS;1;AIN;450428025;95;Société par Actions Simplifiée (S.A.S.);699;Entité Ayant Autorisation;421111998;8610Z;01/01/2001
structureej;10007367;ASS AFP PERSONNES AGEES BOURG-EN-B;;;12;R;DE LA LIBERTE;B;;;53;01003 BOURG EN BRESSE CEDEX;1;AIN;474321157;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;304865249;;01/01/2001
structureej;10007375;AIDE AUX FAMILLES ET AUX PERSONNES 01;AIDE AUX FAMILLES ET AUX PERSONNES 01;;1;R;DALLEMAGNE;;;;53;01000 BOURG EN BRESSE;1;AIN;;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;804571461;;01/01/2001
structureej;10007615;SEMCODA;SOCIETE D'ECONOMIE MIXTE DE CONSTRUCTION DU DEPT DE L'AIN;;9;R;DE LA GRNOUILLERE;;;;53;01000 BOURG EN BRESSE;1;AIN;474224066;75;Autre Société;;;759200751;8899B;01/01/2001
structureej;10007987;CH PUBLIC HAUTEVILLE;CENTRE HOSPITALIER PUBLIC DE HAUTEVILLE LOMPNES;;;AV;FELIX MANGINI;;;BP 41;185;01110 PLATEAU D HAUTEVILLE;1;AIN;;11;Etablissement Public Départemental d'Hospitalisation;355;Centre Hospitalier (C.H.);260110192;8610Z;01/01/2001
structureej;10008027;SELARL PHARMACIE PERRIN;SELARL PHARMACIE PERRIN;;92;R;PRINCIPALE;;;;248;01390 MIONNAY;1;AIN;437260694;85;Soc. Exercice Libéral Responsabilité Limitée (S.E.L.A.R.L.);;;889298030;;19/09/2011
structureej;10008241;PHARMACIE LARGE-VEYRET;PHARMACIE LARGE-VEYRET;;156;R;DES ECOLES;;;;250;01600 MISERIEUX;1;AIN;474087244;70;Personne Physique;;;440332203;;05/07/2001
structureej;10008282;ASSOCIATION  ECLAT;;;20;CHE;DES TATTES DU MOULIN;;;;313;01280 PREVESSIN MOENS;1;AIN;450422805;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;393501887;8899B;01/01/2001
structureej;10008324;ASS DE GESTION DE LA MARPA;;;707;R;CENTRALE;;;;350;01370 ST ETIENNE DU BOIS;1;AIN;474305108;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;452641715;8730A;01/01/2001
structureej;10008365;PHARMACIE CAUSSE;PHARMACIE CAUSSE;;150;RTE;DE TREVOUX;;;CORGENON;65;01310 BUELLAS;1;AIN;474244106;72;Société A Responsabilité Limitée (S.A.R.L.);;;832027536;;10/07/2001
structureej;10008381;DRS LOUIS BALLY VIENNOIS DESCHAMPS;DRS LOUIS BALLY VIENNOIS DESCHAMPS;;28;AV;DES ANCIENS COMBATTANTS;B;;;53;01000 BOURG EN BRESSE;1;AIN;;79;Société Civile de Moyens (S.C.M.);;;309904068;8219Z;01/01/2001
structureej;10008407;CH DU HAUT BUGEY;CENTRE HOSPITALIER DU HAUT BUGEY;;1;RTE;DE VEYZIAT;;;CS 20100;283;01117 OYONNAX CEDEX;1;AIN;474731001;14;Etablissement Public Intercommunal d'Hospitalisation;355;Centre Hospitalier (C.H.);260110218;8730A;01/01/2001
structureej;10008415;SCANNER PLAINE DE L'AIN;SCANNER PLAINE DE L'AIN;;;EN;PRAGNAT NORD;;;BP 611;4;01500 AMBERIEU EN BUGEY;1;AIN;474389562;79;Société Civile de Moyens (S.C.M.);;;441911807;6619A;01/01/2002
structureej;10008613;ASSOC DE GESTION MARPA LES CHARMILLES;ASSOCIATION DE GESTION MARPA LES CHARMILLES;;130;R;JEAN MONNET;;;;289;01960 PERONNAS;1;AIN;474323150;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;500359112;8730A;01/09/2007
structureej;10008647;ASSO GESTION MARPA LA CHENEVIERE;;PUV LA CHENEVIERE;250;;RUE PREVERT;;;;344;01000 ST DENIS LES BOURG;1;AIN;;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;500486469;;17/06/2005
structureej;10008662;PETITE UNITE DE VIE DE VIRIAT;PETITE UNITE DE VIE DE VIRIAT;;260;R;DE LA BARRE;;CITE SENIORS;;451;01440 VIRIAT;1;AIN;474253088;61;Association Loi 1901 Reconnue d'Utilité Publique;;;501646194;8730A;01/10/2007
structureej;10008688;ASSOCIATION GESTION MARPA LES CARLINES;ASSOCIATION DE GESTION MARPA LES CARLINES;;220;RTE;DES BURGONDES;;;;81;01410 CHAMPFROMIER;1;AIN;450569240;60;Association Loi 1901 non Reconnue d'Utilité Publique;;;;;21/08/2009
